unique_number,rev_bis,name_en,date_inscribed,danger_list,Latitude,Longitude,area_hectares,C1,C2,C3,C4,C5,C6,N7,N8,N9,N10,criteria_txt,category,category_short,states_name_en
2003,,"Qhapaq Ñan, Andean Road System",2014,,-18.25,-69.5916666667,11406.95,0,1,1,1,0,1,0,0,0,0,(ii)(iii)(iv)(vi),Cultural,C,"Argentina,Bolivia (Plurinational State of),Chile,Colombia,Ecuador,Peru"
326,bis,"Jesuit Missions of the Guaranis: San Ignacio Mini, Santa Ana, Nuestra Señora de Loreto and Santa Maria Mayor (Argentina), Ruins of Sao Miguel das Missoes (Brazil)",1983,,-28.54333333,-54.26583333,0,0,0,0,1,0,0,0,0,0,0,(iv),Cultural,C,"Argentina,Brazil"
1782,,Prehistoric Pile Dwellings around the Alps,2011,,47.2783333333,8.2075,274.2,0,0,0,1,1,0,0,0,0,0,(iv)(v),Cultural,C,"Austria,France,Germany,Italy,Slovenia,Switzerland"
913,Rev,Fertö / Neusiedlersee Cultural Landscape,2001,,47.71927778,16.72272222,68369,0,0,0,0,1,0,0,0,0,0,(v),Cultural,C,"Austria,Hungary"
1364,,Struve Geodetic Arc,2005,,59.0577777778,26.3377777777,0,0,1,1,0,0,1,0,0,0,0,(ii)(iii)(vi),Cultural,C,"Belarus,Estonia,Finland,Latvia,Lithuania,Norway,Republic of Moldova,Russian Federation,Sweden,Ukraine"
2005,Ter,Białowieża Forest,1979,,52.7275,23.9811111111,,0,0,0,0,0,0,0,0,1,1,(ix)(x),Natural,N,"Belarus,Poland"
1100,Bis,Belfries of Belgium and France,1999,,50.17444,3.23139,0,0,1,0,1,0,0,0,0,0,0,(ii)(iv),Cultural,C,"Belgium,France"
2085,Rev,"The Architectural Work of Le Corbusier, an Outstanding Contribution to the Modern Movement",2016,,46.4684138889,6.8293361111,98.4838,1,1,0,0,0,1,0,0,0,0,(i)(ii)(vi),Cultural,C,"Belgium,France,Germany,Switzerland,India,Japan,Argentina"
2129,,W-Arly-Pendjari Complex,1996,,11.8841666667,2.4877777778,1494831,0,0,0,0,0,0,0,0,1,1,(ix)(x),Natural,N,"Benin,Burkina Faso,Niger"
2094,,Stećci Medieval Tombstones Graveyards,2016,,43.0922138889,17.9240527778,49.15,0,0,1,0,0,1,0,0,0,0,(iii)(vi),Cultural,C,"Bosnia and Herzegovina,Croatia,Serbia,Montenegro"
1920,Rev,Sangha Trinational,2012,,2.6094444444,16.5541666667,746309,0,0,0,0,0,0,0,0,1,1,(ix)(x),Natural,N,"Cameroon,Central African Republic,Congo"
78,ter,Kluane / Wrangell-St. Elias / Glacier Bay / Tatshenshini-Alsek,1979,,61.19758333,-140.9919722,9839121,0,0,0,0,0,0,1,1,1,1,(vii)(viii)(ix)(x),Natural,N,"Canada,United States of America"
407,rev,Waterton Glacier International Peace Park,1995,,48.99605556,-113.9041667,457614,0,0,0,0,0,0,1,0,1,0,(vii)(ix),Natural,N,"Canada,United States of America"
1985,,Silk Roads: the Routes Network of Chang'an-Tianshan Corridor,2014,,34.3044444444,108.8572222222,42668.16,0,1,1,0,1,1,0,0,0,0,(ii)(iii)(v)(vi),Cultural,C,"China,Kazakhstan,Kyrgyzstan"
226,-552,Talamanca Range-La Amistad Reserves / La Amistad National Park,1983,,9.407083333,-82.93880556,570045,0,0,0,0,0,0,1,1,1,1,(vii)(viii)(ix)(x),Natural,N,"Costa Rica,Panama"
173,-257,Mount Nimba Strict Nature Reserve,1981,Y 1992,7.60318,-8.39097,18000,0,0,0,0,0,0,0,0,1,1,(ix)(x),Natural,N,"Côte d'Ivoire,Guinea"
2162,,Venetian Works of Defence between the 16th and 17th Centuries: <em>Stato da Terra</em> – Western <em>Stato da Mar</em>,2017,,45.7033333333,9.6636111111,378.37,0,0,1,1,0,0,0,0,0,0,(iii)(iv),Cultural,C,"Croatia,Italy,Montenegro"
1967,Ter,Wadden Sea,2009,,53.5286111111,8.5561111111,,0,0,0,0,0,0,0,1,1,1,(viii)(ix)(x),Natural,N,"Denmark,Germany,Netherlands"
1050,Bis,High Coast / Kvarken Archipelago,2000,,63.3,21.3,336900,0,0,0,0,0,0,0,1,0,0,(viii),Natural,N,"Finland,Sweden"
915,Bis,Pyrénées - Mont Perdu,1997,,42.68542,-0.0005,30639,0,0,1,1,1,0,1,1,0,0,(iii)(iv)(v)(vii)(viii),Mixed,C/N,"France,Spain"
1403,,Stone Circles of Senegambia,2006,,13.6911111111,-15.5225,9.85,1,0,1,0,0,0,0,0,0,0,(i)(iii),Cultural,C,"Gambia (the),Senegal"
1307,,Muskauer Park / Park Mużakowski,2004,,51.57930556,14.72644444,348,1,0,0,1,0,0,0,0,0,0,(i)(iv),Cultural,C,"Germany,Poland"
1539,Ter,Frontiers of the Roman Empire,1987,,54.9926111111,-2.601,526.9,0,1,1,1,0,0,0,0,0,0,(ii)(iii)(iv),Cultural,C,"Germany,United Kingdom of Great Britain and Northern Ireland"
2114,,"Historic Centre of Rome, the Properties of the Holy See in that City Enjoying Extraterritorial Rights and San Paolo Fuori le Mura",1980,,41.89022222,12.49230556,1430.8,1,1,1,1,0,1,0,0,0,0,(i)(ii)(iii)(iv)(vi),Cultural,C,"Holy See,Italy"
1624,Ter,Caves of Aggtelek Karst and Slovak Karst,1995,,48.47573,20.48687,56650.57,0,0,0,0,0,0,0,1,0,0,(viii),Natural,N,"Hungary,Slovakia"
1643,Bis,Monte San Giorgio,2003,,45.8888888889,8.9138888889,1089.34,0,0,0,0,0,0,0,1,0,0,(viii),Natural,N,"Italy,Switzerland"
1503,,Rhaetian Railway in the Albula / Bernina Landscapes,2008,,46.4983333333,9.8463888889,152.42,0,1,0,1,0,0,0,0,0,0,(ii)(iv),Cultural,C,"Italy,Switzerland"
2079,,Western Tien-Shan,2016,,43.7183333333,68.6788888889,,0,0,0,0,0,0,0,0,0,1,(x),Natural,N,"Kazakhstan,Kyrgyzstan,Uzbekistan"
1885,Bis,Maloti-Drakensberg Park,2000,,-29.7652777778,29.1230555556,249313,1,0,1,0,0,0,1,0,0,1,(i)(iii)(vii)(x),Mixed,C/N,"Lesotho,South Africa"
1158,,Curonian Spit,2000,,55.27458,20.96239,33021,0,0,0,0,1,0,0,0,0,0,(v),Cultural,C,"Lithuania,Russian Federation"
1894,,Wooden <em>Tserkvas</em> of the Carpathian Region in Poland and Ukraine,2013,,49.5338888889,21.0322222222,7.03,0,0,1,1,0,0,0,0,0,0,(iii)(iv),Cultural,C,"Poland,Ukraine"
1642,Bis,Prehistoric Rock Art Sites in the Côa Valley and Siega Verde,1998,,40.6975,-6.6611111111,,1,0,1,0,0,0,0,0,0,0,(i)(iii),Cultural,C,"Portugal,Spain"
909,Rev,Uvs Nuur Basin,2003,,50.275,92.71972222,898063.5,0,0,0,0,0,0,0,0,1,1,(ix)(x),Natural,N,"Russian Federation,Mongolia"
2150,,Landscapes of Dauria,2017,,49.9302222222,115.4254444444,912624,0,0,0,0,0,0,0,0,1,1,(ix)(x),Natural,N,"Russian Federation,Mongolia"
1841,Rev,Heritage of Mercury. Almadén and Idrija,2012,,38.7752777778,-4.8388888889,104.1,0,1,0,1,0,0,0,0,0,0,(ii)(iv),Cultural,C,"Slovenia,Spain"
593,,Mosi-oa-Tunya / Victoria Falls,1989,,-17.92453,25.85539,6860,0,0,0,0,0,0,1,1,0,0,(vii)(viii),Natural,N,"Zambia,Zimbabwe"
